recipe,preptime,cooktime,cuisine,course,diet,ingredients
Kabuli Chana Sundal Recipe - Chickpea Sundal Recipe,20,20,South Indian Recipes,Snack,High Protein Vegetarian,"1 cup black gram - soak overnight and cook till it becomes soft, 1 tsp oil, 1/2 tsp rye, 1 tsp green chilli, 1 inch ginger - tighten, 1/4 tsp asafoetida, 2 tbsp Spoon coconut - grated, coriander - little, salt - to taste"
Spinach And Corn Sandwich Recipe Flavored With Sandwich Spread,20,20,Continental,World Breakfast,Vegetarian,"4 Whole Wheat Brown Bread,2 cups Spinach Leaves (Palak) - blanched,1/4 cup Sweet corn - steamed,4 tablespoons Del Monte Sandwich Spread,2 tablespoons Butter"
Spaghetti Pasta Recipe In Roasted Pumpkin Sauce,45,20,Italian Recipes,Dinner,Vegetarian,"2 cups Kaddu (Parangikai/ Pumpkin),1 cup Homemade tomato puree,1/2 cup Fresh cream,1 Onion - chopped,1 tablespoon Extra Virgin Olive Oil,6 cloves Garlic - minced,1/2 cup Parmesan cheese - grated,2 sprig Basil leaves - roughly torn,Salt - to taste,1/2 teaspoon Black pepper powder,2 cups Spaghetti Pasta - cooked,1/2 teaspoon Red Chilli flakes,1 teaspoon Italian seasoning,Parmesan cheese - for garnish"
Cold Potato Salad With Cilantro Dressing Recipe,10,5,Continental,Side Dish,Vegetarian,"600 grams Baby Potatoes - boiled and cut into halves,1/2 cup Hung Curd (Greek Yogurt),1 tablespoon Mustard sauce,Coriander (Dhania) Leaves - small bunch,1 tablespoon Apple cider vinegar,1 tablespoon Extra Virgin Olive Oil,1/2 teaspoon Red Chilli flakes,Salt - to taste"
Pista Burfi Recipe - Indian Spiced Pistachio Fudge,35,35,Indian,Dessert,Vegetarian,"2 cups Pistachios,1/4 cup Fresh coconut - grated,1 cup Sugar,1 teaspoon Cardamom Powder (Elaichi)"
No Onion No Garlic Lobia Masala Recipe In Electric Pressure Cooker,10,20,Gujarati Recipes?,Dinner,No Onion No Garlic (Sattvic),"1 cup Black Eyed Beans (Lobia) - soaked for two hours,1 inch Ginger - finely chopped,2 Green Chillies,2 sprig Curry leaves,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 tablespoon Gram flour (besan),1 tablespoon Tamarind Paste,1 teaspoon Jaggery,Salt - to taste"
Instant Puliodarai Powder Recipe (Puliogare / Pulihora Powder),0,55,South Indian Recipes,Dinner,No Onion No Garlic (Sattvic),"100 grams Tamarind,1/4 cup Jaggery - powdered,1/4 teaspoon Asafoetida (hing),Salt - to taste,1/2 cup Chana dal (Bengal Gram Dal),1/2 cup White Urad Dal (Split),1/2 cup Coriander (Dhania) Seeds,10 Dry Red Chillies - gundu or milagai),1 tablespoon Whole Black Peppercorns,1 tablespoon Sesame seeds (Til seeds),1 teaspoon Flax seeds,1 teaspoon Sunflower seeds,1 teaspoon Melon seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Sesame (Gingelly) Oil,1/2 cup Raw Peanuts (Moongphali),1 tablespoon Mustard seeds,1 tablespoon Sesame (Gingelly) Oil,5 Dry Red Chillies,1/2 cup Curry leaves - washed and pat dried"
Vendakka Stew Recipe (Kerala Style Okra Stew),10,15,Kerala Recipes,Dinner,Vegetarian,"500 grams Bhindi (Lady Finger/Okra) - cut into 1 inch pieces,1 Onion - big,1 Green Chilli - slit,1 cup Coconut milk - thick,2 teaspoons Ginger - grated,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 tablespoon Coconut Oil,Salt - to taste"
Party Sev Puri Recipe Filled With Potato & Pomegranate Mint Mayo,25,10,North Indian Recipes,Snack,Vegetarian,"2 Potatoes (Aloo) - boiled,1/2 cup Anardana Powder (Pomegranate Seed Powder),3 tablespoons Del Monte Mint Mayo,1 Onion - finely chopped,1 Green Chilli - finely chopped,1 Lemon - squeezed,Black Salt (Kala Namak) - to taste,1/2 cup Coriander (Dhania) Leaves - finely chopped,25 Papdi puris,Sev - finer one"
Rava Chakli Recipe - Karnataka Style With Rava & Rice Flour,10,60,Karnataka,Snack,Vegetarian,"1 cup Chiroti Rava,2 cups Rice flour,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Ajwain (Carom seeds),1 teaspoon Asafoetida (hing),2 tablespoon Butter,Salt - to taste,Sunflower Oil - to cook"
Roasted Chickpeas Recipe,10,40,North Indian Recipes,Snack,High Protein Vegetarian,"1 1/2 cups Kabuli Chana (White Chickpeas) - soaked in water for 7-8 hours ( overnight),1 teaspoon Cajun spice mix,1 teaspoon Garam masala powder,1 teaspoon Red Chilli flakes,1 teaspoon Dried oregano,2-3 tablespoon Extra Virgin Olive Oil,1 tablespoon Garlic - finely chopped(or garlic paste),Salt - to taste"
Carrot Chutney Recipe,75,15,Indian,Side Dish,Vegetarian,"3 Carrots (Gajjar),8 Dry Red Chillies,1 tablespoon Mustard seeds,1 teaspoon Jaggery,Salt - to taste,1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,5-6 Curry leaves"
Peeled Moong Dal Curry Recipe,10,20,North Indian Recipes,Dinner,High Protein Vegetarian,"1/2 cup Green Moong Dal (Split),1 Onion - finely chopped,2 cloves Garlic,3 Cloves (Laung),1/2 teaspoon Cumin seeds (Jeera),2 Green Chillies,1/4 teaspoon Turmeric powder (Haldi),1 Tomato - chopped,1 teaspoon Garam masala powder,Salt - to taste,2 tablespoons Ghee - or oil,Coriander (Dhania) Leaves - for garnishing"
For Chikki Recipe - Healthy Sesame Bars,10,30,Indian,Snack,Vegetarian,"1/2 cup Sesame seeds (Til seeds),1/3 cup Jaggery,1 teaspoon Ghee - + 1/2 teaspoon more for greasing"
Chocolate Glazed Coconut Macaroons Recipe,10,25,Continental,Snack,Vegetarian,"4 cups Sweetened coconut flakes,400 grams Condensed Milk,1 tablespoon Vanilla Extract,2 Egg whites,1 pinch Salt,Chocolate Bar - chopped (as needed)"
Sookhi Moong Palak Dal Recipe (Whole Green Moong Gram with Spinach),20,45,North Indian Recipes,Side Dish,High Protein Vegetarian,"1 cup Green Moong Dal (Whole) - soaked overnight,1/2 cup Spinach Leaves (Palak) - chopped and boiled,2 Tomatoes,1-1/2 tablespoons Mustard oil,1 teaspoon Cumin seeds (Jeera),2 Onions - chopped,5 cloves Garlic - minced,1 inch Ginger - minced,2 Green Chillies,Salt - to taste,1/4 Onion - few slices,1 Green Chilli - to garnish,Coriander (Dhania) Leaves - few"
Coconut Chocolate Balls Recipe,15,60,Continental,Dessert,Vegetarian,"200 grams Dessicated Coconut,250 grams Condensed Milk,150 grams Milk chocolate - melted"
Kerala Style Pacha Mango Avial Recipe,15,25,Kerala Recipes,Side Dish,Vegetarian,"1 Carrot (Gajjar) - finely chopped,1 Brinjal (Baingan / Eggplant) - finely chopped,1 Potato (Aloo) - finely diced,1 Elephant yam (Suran/Senai/Ratalu) - finely diced,6 Green beans (French Beans) - cut into 1 inch pieces,1 Mango (Raw) - cut into 1 inch lengthwise,1/4 teaspoon Turmeric powder (Haldi),1 cup Fresh coconut - grated,1 tablespoon Ginger - juliennes,6 Green Chillies,1/2 teaspoon Cumin seeds (Jeera),1 cup Pearl onions (Sambar Onions),2 sprig Curry leaves,1 tablespoon Coconut Oil,Salt - to taste"
Stuffed Palak Paneer Paratha,30,50,Indian,Indian Breakfast,High Protein Vegetarian,"2 cups Whole Wheat Flour,Water - as needed,Salt - a pinch,1 teaspoon Sunflower Oil,1 cup Paneer (Homemade Cottage Cheese) - grated/crumbled,2 cups Spinach Leaves (Palak) - finely chopped,2 tablespoons Kasuri Methi (Dried Fenugreek Leaves) - crushed,2 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Cumin powder (Jeera),Salt - to taste,Nutralite Classic Spread - to cook parathas"
Meen Vevichathu Recipe - Kottayam Style Fish Curry,10,30,Kerala Recipes,Lunch,High Protein Non Vegetarian,"2 Seer fish - slices,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,2 teaspoons Aachi Fish Masala,1/3 cup Fresh coconut,6 cloves Garlic,1 inch Ginger,2 sprig Coriander (Dhania) Leaves - washed and finely chopped,1 Tomato - finely chopped,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Kokum (Malabar Tamarind),2 tablespoons Coconut Oil,3 sprig Curry leaves,8 Pearl onions (Sambar Onions) - sliced,2 tablespoons Sambar Powder"
Masoor Dal Gassi Recipe - Masoor Dal Gassi Recipe,10,40,Mangalorean,Dinner,High Protein Vegetarian,"3/4 cup masoor dal, 1/2 teaspoon turmeric powder, salt - as per taste, 1/3 coconut - tighten, 20 grams tamarind, 3 dry red chillies, 2 teaspoons coriander seeds, ghee - as per use, 1 Teaspoon mustard, 3 cloves garlic, 5 curry leaves, 2 dry red chillies"
Potato Stuffed Dal Dhokli Recipe,25,75,North Indian Recipes,Lunch,Vegetarian,"1 cup Whole Wheat Flour,Salt - to taste,1 tablespoon Sunflower Oil,Whole Wheat Flour - for rolling,3 Potato (Aloo) - boiled and mashed,1 tablespoon Red Chilli powder,1/2 tablespoon Garam masala powder,2 tablespoon Coriander (Dhania) Leaves - chopped,1 tablespoon Sugar - optional,1/2 tablespoon Lemon juice,1 cup Arhar dal (Split Toor Dal) - boiled and ground,1/4 tablespoon Turmeric powder (Haldi),1/3 cup Raw Peanuts (Moongphali) - boiled,Salt - to taste,1 Tomato - finely chopped,1 Green Chilli - finely chopped,1 inch Ginger - grated,1/2 tablespoon Lemon juice,3 tablespoon Jaggery - chopped,1 tablespoon Sunflower Oil,1/2 tablespoon Mustard seeds,1/2 tablespoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),10 Curry leaves,2 Dry Red Chillies,1 Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Bay leaf (tej patta),4 tablespoon Coriander (Dhania) Leaves - chopped"
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,15,25,Indian,Appetizer,High Protein Non Vegetarian,"500 grams of chicken - cut it, 18 green chillies - can also reduce, 7 cloves garlic, 2 inch ginger, 2 tablespoons green coriander, 2 onions, 3 tomatoes, 4 long, 1 inch cinnamon, 1 tbsp coriander powder, Salt - as per taste, water - as per use, 1/2 lemon, 2 tsp oil"
Tofu and Chickpea Patty Recipe (Cutlets),20,45,Indian,Snack,Vegetarian,"200 grams Tofu - grated,1 cup Whole Wheat Bread crumbs - (optional),1 Onion - finely chopped,Coriander (Dhania) Leaves - small bunch,2 Green Chillies - finely chopped,2 inch Ginger - grated,1 teaspoon Cumin powder (Jeera),1 cup Kala Chana (Brown Chickpeas) - cooked until soft,2 teaspoon Chaat Masala Powder,Salt - to taste,Extra Virgin Olive Oil - for shallow frying"
Paneer In Coconut Gravy Recipe,30,15,North Indian Recipes,Dinner,Vegetarian,"2 cups Paneer (Homemade Cottage Cheese) - cut into 1/2 inch cubes,1 Onion - finely chopped,2 Tomatoes - finely chopped,1 teaspoon Garam masala powder,Salt - to taste,3/4 Water,2 tablespoons Butter,1 tablespoon Coriander (Dhania) Seeds,1/2 tablespoon Cumin seeds (Jeera),4 Dry Red Chillies,3 cloves Garlic - finely chopped,1 1/2 inch Ginger - finely chopped,1 Onion - diced,1/3 cup Fresh coconut - grated"
Keerai Masiyal Recipe,15,20,South Indian Recipes,Side Dish,High Protein Vegetarian,"500 grams Spinach - chopped, Amaranth leaves - chopped, 1/2 teaspoon cumin seeds, 1/2 teaspoon mustard, 1 teaspoon white urad dal, 1 sprig curry leaves, asafetida - a pinch, salt - as per taste 1 teaspoon oil"
Thai Som Tum Recipe (Thai Green Papaya Salad),10,15,Thai,Appetizer,Vegetarian,"5 Cherry tomatoes,1 tablespoon Dried shrimps - optional,2 Fresh Red chillies,1-1/2 tablespoons Fish sauce - or soya sauce,2 cloves Garlic,6 Green beans (French Beans),2 cups Papaya - Unripened ,2 tablespoons Lemon juice,1-1/2 tablespoons Palm sugar - or brown sugar,2 tablespoons Roasted Peanuts (Moongphali)"
Desiccated Coconut Coriander Chutney Recipe,5,5,South Indian Recipes,Side Dish,Vegetarian,"3 Green Chillies,3 cloves Garlic,1 inch Ginger,1/2 tablespoon Cumin seeds (Jeera),1 tablespoon Lemon juice,2 tablespoons Dessicated Coconut,Salt - to taste,1 cup Coriander (Dhania) Leaves"
Quick Masala French Toast Recipe,10,10,Continental,World Breakfast,Eggetarian,"3 Whole Wheat Brown Bread,4 Whole Eggs,Sunflower Oil - or butter as required,2 tablespoons Milk,1 tablespoon Red Chilli flakes,Salt - as per your taste,3 sprig Coriander (Dhania) Leaves - finely chopped,1/4 tablespoon Black pepper powder,1 Onion - finely chopped,2 to 3 Green Chillies - finely chopped"
Kerala Style Tapioca with Coconut Curd Chutney Recipe,5,60,Kerala Recipes,South Indian Breakfast,Vegetarian,"1 kg Tapioca root,1 cup Fresh coconut - grated,4 to 5 Shallots,2 Green Chillies - chopped,1-1/2 cups Hung Curd (Greek Yogurt),Salt - to taste"
Matcha Cookies Recipe,10,20,Fusion,Snack,Vegetarian,"1 cup All Purpose Flour (Maida),1/2 cup Butter - I have used salted butter,1/2 cup Caster Sugar,1-1/2 tablespoons Matcha powder - (japanese Green tea),1 teaspoon Vanilla Extract,1 teaspoon Butter - for greasing"
"Corn Salad With Radishes, Jalapeño And Lime In Mint Mayo Recipe",15,30,North Indian Recipes,Snack,Vegetarian,"1 cup Sweet corn - steamed,4 Red baby radish - thinly sliced,2 Pickled Jalapenos - chopped,2 teaspoons Lemon juice,4 tablespoons Del Monte Mint Mayo,1 tablespoon Coriander (Dhania) Leaves - finely chopped,Salt - to taste,1 teaspoon White pepper powder"
Goan Poee Recipe,90,10,Goan Recipes,Lunch,Vegetarian,"1 cup all purpose flour (all purpose flour), 1 cup wheat flour, 1/4 cup wheat bran, 1-1 / 4 tsp active dry yeast, 1/4 tsp sugar, 1/2 tsp salt, 1 cup water - lukewarm"
Chunky Cucumber Salsa Recipe,15,30,Mexican,Dinner,Vegetarian,"3 Cucumbers - washed,1 Red onion - diced,1 Tomato - cut into chunks,2 cloves Garlic - minced,2 Pickled Jalapenos - chopped,1/2 teaspoon Whole Black Peppercorns - freshly cracked,Coriander (Dhania) Leaves - one bunch,Salt - to taste,Lemon juice - of 2 large limes,2-3 Spring Onion Greens - for garnish (optional)"
Grilled Eggplant With Tahini and Yogurt Dip Recipe,15,30,Continental,Appetizer,Vegetarian,"2 Brinjal (Baingan / Eggplant),1/2 cup Tzatziki,1/2 cup Tahini,12 to 15 Sun Dried Tomatoes - dipped in olive oil,1 Pomegranate Sauce - recipe,1 sprig Mint Leaves (Pudina),Salt and Pepper,Extra Virgin Olive Oil - for cooking"
Potato Paneer Curry Without Onion And Garlic Recipe (Vrat Wale Aloo Paneer),20,60,North Indian Recipes,Lunch,Vegetarian,"8 Potatoes (Aloo) - cut into medium sized pieces,250 grams Paneer (Homemade Cottage Cheese) - cut into medium cubes,5 Tomatoes,2 inch Ginger - grated,3 Green Chillies - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),Salt - to taste,Sunflower Oil - as required,Coriander (Dhania) Leaves - as required"
Fansi Muthia Nu Shaak Recipe - Green Beans With Gram Flour Dumplings,10,30,Gujarati Recipes?,Main Course,Vegetarian,"400 grams Green beans (French Beans) - cut into 1 inch pieces,1/2 teaspoon Mustard seeds,1 teaspoon Ajwain (Carom seeds),1/4 teaspoon SSP Asafoetida (Hing),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Amchur (Dry Mango Powder),1 teaspoon Jaggery,Salt - to taste,1 teaspoon Sunflower Oil,1/2 cup Gram flour (besan),2 tablespoons Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Sugar,1/4 teaspoon SSP Asafoetida (Hing),1/2 teaspoon Enos fruit salt,1 tablespoon Lemon juice,1 tablespoon Sunflower Oil,Salt - to taste"
Kerala Style Appam Recipe - Kerala Style Appam Recipe,200,30,Kerala Recipes,Main Course,Vegetarian,"2 cups rice - soaked for 3 hours, 1 cup rice - cooked, 1 cup coconut - tighten, 1 tsp active dry yeast - + 1/2 cup lukewarm water, 2 tbsp sugar, salt - as per taste"
Kashmiri Style Shab Deg Recipe-Mutton Kofta and Turnip Curry,40,180,Kashmiri,Lunch,Non Vegeterian,"5 Turnips,1 tablespoon Poppy seeds,2 tablespoons Badam (Almond) - blanched and peeled,500 grams Mutton - minced,1-1/2 teaspoon Kashmiri Red Chilli Powder,2 teaspoons Ginger Garlic Paste,2 tablespoons Gram flour (besan) - roasted,1/4 tablespoons Badam (Almond) - paste,1/4 tablespoons Poppy seeds - paste,2 tablespoons Coriander (Dhania) Leaves - finely chopped,Salt - as needed,500 grams Mutton,1-1/2 teaspoon Fennel Powder,1 cup Curd (Dahi / Yogurt),1/2 cup Fresh cream,2 tablespoons Ginger Garlic Paste,1/2 cup Onions - thinly sliced and fried,2 teaspoons Kashmiri Red Chilli Powder,1 tablespoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 teaspoon Ajwain (Carom seeds),5 Cloves (Laung),4 Cardamom (Elaichi) Pods/Seeds,Saffron strands - a pinch,1/2 cup Milk,1 cup Whole Wheat Flour,Water - as required"
Tofu Banh Mi Recipe - Vietnamese Grilled Tofu Sandwich,20,30,Vietnamese,Dinner,Vegetarian,"1 Baguette - 12 inch,4 tablespoon Classic Mayonnaise (With Egg),2 tablespoon Sriracha sauce,3 sprig Coriander (Dhania) Leaves,Extra Virgin Olive Oil - for cooking,1 English Cucumber - sliced,1 Red Bell pepper (Capsicum) - sliced,1 Green Bell Pepper (Capsicum) - sliced,1 Carrot (Gajjar) - cut into julienne,1 Mooli/ Mullangi (Radish) - sliced,2 Pickled Jalapenos - sliced,1/2 cup Chilli vinegar,1 tablespoon Sugar,Salt and Pepper - to taste,250 grams Tofu - sliced into thin rectangular shapes,1 tablespoon Soy sauce,2 tablespoon Red Chilli sauce,1 teaspoon Honey,1 teaspoon Black pepper powder,1 teaspoon Dry ginger powder"
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),10,30,Indian,Lunch,Vegetarian,"1 Kaddu (Parangikai/ Pumpkin),4 Green Chillies,1 teaspoon Fennel seeds (Saunf),1/2 teaspoon Whole Black Peppercorns,1 tablespoon Sunflower Oil,1 teaspoon Sugar,Salt,1 Amchur (Dry Mango Powder),Coriander (Dhania) Leaves - finely chopped"
Macher Chop Recipe (Bengali Style Fish Croquettes),40,20,Bengali Recipes,Snack,Non Vegeterian,"500 grams Fish fillet,1 cup Onion - chopped,1 tablespoon Ginger - grated,1 teaspoon Ginger - chopped,1-1/2 teaspoon Garlic - minced,1 teaspoon Red Chilli powder,3 teaspoons Green Chillies - chopped,1-1/2 teaspoons Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Garam masala powder,1/2 cup Potato (Aloo) - boiled and mashed,4 tablespoons Coriander (Dhania) Leaves - chopped,1 teaspoon Sugar,Salt - to taste,Mustard oil - to cook,2 Whole Eggs - whisked,Salt - to taste,200 grams Whole Wheat Bread crumbs"
Mixed Sprouts Sabzi Recipe,30,30,Indian,Lunch,High Protein Vegetarian,"2 Mixed Sprouts - bowls,3 cups Water - for cooking,2 tablespoon Sunflower Oil,1 tablespoon Cumin seeds (Jeera),pinch Asafoetida (hing),1 Onion - chopped,1 tablespoon Ginger Garlic Paste,1 Tomato - chopped,1 or 2 Green Chillies - chopped,1/2 tablespoon Turmeric powder (Haldi),Salt - to taste,1/2 tablespoon Red Chilli powder,1/2 tablespoon Cumin powder (Jeera),1/2 tablespoon Garam masala powder,1/2 tablespoon Coriander Powder (Dhania),Coriander (Dhania) Leaves - chopped"
Baked Muesli Tart with Strawberry Yogurt and Chia Seeds Recipe,45,25,Continental,Dessert,Vegetarian,"1/3 cup Hung Curd (Greek Yogurt) - fat-free plain,1 tablespoon Butter,1 Egg white,1 teaspoon Vanilla Extract,1 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Salt,2 cups Muesli,2 tablespoons Almond Meal (Badam Powder),1 cup Hung Curd (Greek Yogurt) - low fat,200 grams Strawberries - chopped,1 tablespoon Honey,1/4 cup Chia Seeds"
Banoffee Pie Recipe,15,60,British,Dessert,Vegetarian,"250 grams Digestive biscuit,2 tablespoon Butter - melted,175 grams Butter,375 grams Condensed Milk,75 grams Caster Sugar,120 ml Heavy whipping cream,1/4 cup Caster Sugar,Dark chocolate - curls for garnish,2 Ripe Bananas - sliced"
Himachal Style Khatta Jimikand Recipe - Spicy Tangy Yam,10,30,Himachal,Side Dish,Vegetarian,"300 grams Elephant yam (Suran/Senai/Ratalu) - chopped small,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Kalonji (Onion Nigella Seeds),1/2 teaspoon Methi Seeds (Fenugreek Seeds),1/2 teaspoon Kala jeera,1/2 teaspoon Mustard seeds,1 sprig Curry leaves,1 Onion - chopped,4 cloves Garlic - chopped,1 inch Ginger - chopped,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 teaspoon Garam masala powder,1 teaspoon Amchur (Dry Mango Powder),Salt - to taste,Mustard oil - for cooking"
Tulsi and Betel Leaves Rasam Recipe - Tulsi and Betel Leaves Rasam Recipe,10,30,South Indian Recipes,Lunch,Vegetarian,"4 sprig Tulsi (holy basil),2 Betel leaves (paan),6 cloves Garlic,1/2 teaspoon Ajwain (Carom seeds),1/3 teaspoon Black pepper powder,1/2 teaspoon Cumin seeds (Jeera),25 grams Tamarind,1 Tomato,Curry leaves - Few,1 tablespoon Ginger - finely chopped,1/2 teaspoon Asafoetida (hing),Salt - as needed,1/3 teaspoon Turmeric powder (Haldi),Water - as required,1/2 tablespoon Rasam Powder,Coriander (Dhania) Leaves - Few,1 teaspoon Ghee,1/2 teaspoon Mustard seeds,1 Dry Red Chilli"
Prawn Ghee Roast Recipe,10,15,Mangalorean,Side Dish,Non Vegeterian,"250 grams Prawns - shelled and deveined,4 Dry Red Chillies,1/2 teaspoon Whole Black Peppercorns,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Mustard seeds,1/4 Methi Seeds (Fenugreek Seeds),1/2 teaspoon Coriander (Dhania) Seeds,1/2 Fennel seeds (Saunf),1 tablespoon Tamarind - soaked in 1/4 cup warm water,1 teaspoon Turmeric powder (Haldi),2 teaspoon Red Chilli powder,1/4 Cup Curd (Dahi / Yogurt),1/2 Lemon juice,6 cloves Garlic,2 tablespoons Ghee - plus 1 teaspoon,Salt - as per taste."
